closestWord,word2vec,key_word
savior's,0.4315429925918579,divine
angels',0.4145379662513733,divine
reigns,0.39900511503219604,divine
intervention,0.36490413546562195,divine
proclaim,0.3640393614768982,divine
cradle,0.34891411662101746,divine
noel,0.3435054421424866,divine
radiant,0.3237399160861969,divine
strangest,0.3188488185405731,divine
caroling,0.31800729036331177,divine
ëê¹ì§,0.4554056227207184,night
í´,0.42854440212249756,night
ttaekkaji,0.4073324203491211,night
savior's,0.40377044677734375,night
hae,0.4010295271873474,night
meh,0.39833223819732666,night
sun'll,0.3928673267364502,night
ë,0.36796265840530396,night
renea,0.36771273612976074,night
lazing,0.36548471450805664,night
rejoices,0.7224273085594177,yonder
herald,0.5296368598937988,yonder
redeeming,0.5185040235519409,yonder
hark,0.5047594308853149,yonder
lowly,0.49793538451194763,yonder
kohore,0.48626217246055603,yonder
vente,0.4814864993095398,yonder
tkn,0.48092028498649597,yonder
aku,0.4794730544090271,yonder
tahh-dum,0.47766703367233276,yonder
yonder,0.7224273085594177,rejoices
herald,0.5103484392166138,rejoices
hark,0.4932267665863037,rejoices
oa,0.4796110987663269,rejoices
redeeming,0.4474085569381714,rejoices
grays,0.44395267963409424,rejoices
wantâ,0.44344037771224976,rejoices
infant,0.4317377805709839,rejoices
glorify,0.4280742406845093,rejoices
selene,0.42788633704185486,rejoices
angels',0.4722820520401001,glorious
lowly,0.4655947685241699,glorious
yonder,0.46321916580200195,glorious
flickers,0.4289460778236389,glorious
morn,0.41546714305877686,glorious
rejoices,0.4147282838821411,glorious
memoirs,0.37534528970718384,glorious
herald,0.37432587146759033,glorious
shepherds,0.369141161441803,glorious
endures,0.3691195845603943,glorious
rejoices,0.39013656973838806,weary
yonder,0.3750910460948944,weary
shaggy,0.3402193486690521,weary
savior's,0.32136672735214233,weary
burden,0.31029433012008667,weary
aright,0.31011056900024414,weary
poser,0.3044217824935913,weary
lazing,0.30016639828681946,weary
drive,0.29789039492607117,weary
troubled,0.2967813014984131,weary
d-dan-d-dangerous,0.4593169093132019,oh
donne-moi,0.4478015601634979,oh
hi-oh-i-oh-ay,0.43573471903800964,oh
low-oh-woah,0.41282302141189575,oh
whoa-whoa-ah,0.4068843126296997,oh
hi-i-igh,0.4049534797668457,oh
mou-,0.4040984511375427,oh
whoa-ah,0.401328980922699,oh
sens,0.39994174242019653,oh
she-,0.3989901542663574,oh
angels',0.45395320653915405,morn
glorious,0.41546714305877686,morn
yonder,0.37328392267227173,morn
herald,0.364940345287323,morn
lowly,0.3488035500049591,morn
hark,0.3436307907104492,morn
christmastime,0.3433646857738495,morn
magnify,0.33762770891189575,morn
sunny,0.33440619707107544,morn
converse,0.33239954710006714,morn
a-ah,0.35457706451416016,savior
reigns,0.331747829914093,savior
redeemer,0.3295910656452179,savior
rejoice,0.32404085993766785,savior
ogre,0.3234376907348633,savior
hark,0.32148122787475586,savior
shepherds,0.314748615026474,savior
overwhelmed,0.31332704424858093,savior
sun'll,0.3127676248550415,savior
herald,0.3068179488182068,savior
tourniquet,0.4306160807609558,christ
shepherds,0.4252212345600128,christ
reigns,0.423697292804718,christ
herald,0.40408599376678467,christ
angels',0.3828945755958557,christ
manger,0.3811277747154236,christ
lowly,0.3785361051559448,christ
spire,0.3735676109790802,christ
saviour,0.3714619278907776,christ
hark,0.36324942111968994,christ
herald,0.4189991354942322,born
hark,0.38695716857910156,born
noel,0.3812211751937866,born
lowly,0.36575865745544434,born
reigns,0.3535309433937073,born
impossible',0.3464919924736023,born
israel,0.33848369121551514,born
accident,0.3346250057220459,born
manger,0.32874852418899536,born
bethlehem,0.3276110291481018,born
herald,0.893028199672699,hark
lowly,0.6345531344413757,hark
proclaim,0.6219379901885986,hark
whitikina,0.615205705165863,hark
tika,0.6141637563705444,hark
takatakahia,0.6110728979110718,hark
mata,0.6089425683021545,hark
aku,0.6066302061080933,hark
rama,0.6011828184127808,hark
ara,0.6003830432891846,hark
hark,0.8930280804634094,herald
lowly,0.6864287853240967,herald
la-da,0.653801441192627,herald
whitikina,0.6442071199417114,herald
tika,0.6394452452659607,herald
takatakahia,0.6343681812286377,herald
deo,0.6327359676361084,herald
kohore,0.6319513320922852,herald
tätou,0.6288127899169922,herald
ara,0.6287988424301147,herald
ë,0.7696315050125122,deo
chroã­,0.6761178970336914,deo
gan,0.6661258935928345,deo
ag,0.6590429544448853,deo
leat,0.6498531103134155,deo
ttaekkaji,0.6474601030349731,deo
mã©,0.6457588076591492,deo
herald,0.6327359676361084,deo
hae,0.6321918964385986,deo
ëê¹ì§,0.6281768679618835,deo
kong,0.4189354181289673,king
israel,0.4051809310913086,king
graa,0.4042206406593323,king
hee-haw,0.3815763592720032,king
herald,0.3803744316101074,king
lowly,0.37633126974105835,king
hark,0.37056732177734375,king
noel,0.36180174350738525,king
af,0.3447626531124115,king
crowned,0.3389681875705719,king
herald,0.4124552011489868,glory
hark,0.3493046462535858,glory
collision,0.3492552638053894,glory
ultra-kind,0.3469400405883789,glory
behold,0.3228362500667572,glory
hallelujah,0.3197430968284607,glory
lowly,0.31872573494911194,glory
redeemer,0.31210917234420776,glory
empire's,0.3111492693424225,glory
tidings,0.30116045475006104,glory
herald,0.43597710132598877,angels
hark,0.3882022798061371,angels
halos,0.3442063331604004,angels
noel,0.33244118094444275,angels
christmastime,0.32878637313842773,angels
warmest,0.3257855772972107,angels
shepherds,0.3236866593360901,angels
choirs,0.3213878273963928,angels
creature,0.3132040500640869,angels
deo,0.30384036898612976,angels
brand,0.5522054433822632,new
york,0.49981772899627686,new
papa's,0.3626629710197449,new
soundtrack,0.33996647596359253,new
orleans,0.3351846933364868,new
yonder,0.3316223621368408,new
lowly,0.32581281661987305,new
ohâiâohâiâohâiâohâi,0.3232649564743042,new
accusation,0.313998281955719,new
da-da-da-da-da-da-da,0.3117755353450775,new
proceed,0.5303236246109009,caution
dishonest,0.4303547143936157,caution
webs,0.32718390226364136,caution
girlies,0.30971166491508484,caution
la-da-da-duh-duh-duh-na,0.2996715307235718,caution
palabras,0.2895399332046509,caution
whoa-oh-oh-oh-oh,0.2869672179222107,caution
springtime,0.28431156277656555,caution
rewrite,0.2800214886665344,caution
d-a-a-ark,0.2747401297092438,caution
caution,0.5303236246109009,proceed
dishonest,0.431104838848114,proceed
niggers,0.3056372106075287,proceed
ist,0.2892983555793762,proceed
backing,0.2892415523529053,proceed
yung,0.28125324845314026,proceed
whoa-oh-oh-oh-oh,0.2779797911643982,proceed
ripcord,0.274077445268631,proceed
dip,0.27378523349761963,proceed
bicycle,0.2726655900478363,proceed
sandas,0.44493281841278076,dishonest
proceed,0.431104838848114,dishonest
caution,0.4303547143936157,dishonest
lioness,0.4246871769428253,dishonest
-ag,0.41519781947135925,dishonest
hal,0.41165995597839355,dishonest
volver,0.4005218744277954,dishonest
{mamacita,0.39063557982444763,dishonest
two-steppin',0.3859128952026367,dishonest
tätou,0.38159477710723877,dishonest
h-h-h-hands,0.43611425161361694,touch
stringing,0.34967607259750366,touch
midas,0.33005955815315247,touch
i-island,0.3261428475379944,touch
dooby-wop,0.324346125125885,touch
yourâ,0.3195587396621704,touch
muah,0.3167146146297455,touch
shooby-doo-wop,0.30591318011283875,touch
gimmie,0.30467355251312256,touch
t-turn,0.30090343952178955,touch
you-,0.29466310143470764,face
taste,0.2866620421409607,face
redeeming,0.28460097312927246,face
yute,0.28271129727363586,face
wildflower,0.2736486792564392,face
manhattan,0.2728511095046997,face
nut,0.2720024585723877,face
fakes,0.27035099267959595,face
smile,0.2680644989013672,face
streaming,0.267781138420105,face
crave,0.4129076898097992,kind
roams,0.3953671455383301,kind
inconvenient,0.356344997882843,kind
lovelight,0.34067320823669434,kind
hal,0.3384740352630615,kind
freelance,0.31179386377334595,kind
royals,0.3082736134529114,kind
bonfires,0.2975422441959381,kind
judy,0.29447394609451294,kind
dishonest,0.2923816442489624,kind
longer,0.3132721781730652,closer
sou-ou-ou-oul,0.3066711127758026,closer
night's,0.30516481399536133,closer
kiss,0.29730522632598877,closer
ah-ah-ah-ah,0.29599013924598694,closer
